p_name,release_date,specs,price_bdt,category,source
HP 14-ep0134TU ,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 14 | Color: Silver,98500,laptop,Ryans
HP 14-ep0408TU ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 14 | Color: Silver,84900,laptop,Ryans
HP 14-ep0426TU ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 14 | Color: Silver,80500,laptop,Ryans
HP 15-fc0355AU ,2026,Processor: AMD Athlon | Gen:  | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 610M Graphics | GPU Mem: Shared | Display: 15.6 | Color: Natural Silver,50000,laptop,Ryans
HP 15-fc0621AU ,2026,Processor: AMD Athlon | Gen: Athlon Series | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 610M Graphics | GPU Mem: Shared | Display: 15.6 | Color: Natural Silver,50000,laptop,Ryans
HP 15-fd0807TU ,2026,Processor: Core i3 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.6 | Color: Moonlight Blue,65990,laptop,Ryans
HP 15-fd0808TU Core i3 1315U ,2026,Processor: Core i3 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,65990,laptop,Ryans
HP 15-fd0811TU ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Moonlight Blue,79500,laptop,Ryans
HP 15-fd0812TU ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,79500,laptop,Ryans
HP 15-fd0841TU ,2026,Processor: Core i3 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,64990,laptop,Ryans
HP 15-fr0077TU,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.6 | Color: Silver,88800,laptop,Ryans
Hp EliteBook 640 G11 Series 1,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Pike Silver,106000,laptop,Ryans
HP Elitebook 840 G11 Series 1,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Silver,145000,laptop,Ryans
HP Elitebook 840 G11 Series 1,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Silver,175000,laptop,Ryans
HP OMEN Gaming 16-am0333TX,2026,Processor: Core i9 | Gen: 14th (Intel) | RAM: 32GB | Storage: 1TB SSD | GPU: Nvidia RTX 5070 Graphics | GPU Mem: 8GB | Display: 16 | Color: Shadow Black,336000,laptop,Ryans
HP OmniBook 5 Flip x360 2-in-1 14-fp0134TU ,2026,Processor: Core 7 | Gen: Core Series 1 | RAM: 24GB | Storage: 1TB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Sky Blue,154000,laptop,Ryans
HP OmniBook 5 Flip x360 2-in-1 14-fp0136TU ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 14 | Color: Sky Blue,107900,laptop,Ryans
HP OmniBook Ultra Flip x360 14-fh0104TU AI ,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 14 | Color: Eclipse Gray,229000,laptop,Ryans
HP ProBook 440 G11 Series 1,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Silver,96500,laptop,Ryans
HP ProBook 440 G11 Series 1,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Pike Silver,135000,laptop,Ryans
HP ProBook 460 G11 Series 1,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 16 | Color: Silver,129500,laptop,Ryans
HP ProBook 460 G11 Series 1 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 16 | Color: Silver,116000,laptop,Ryans
HP Victus Gaming 15-fa1393TX ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Mica Silver,110900,laptop,Ryans
HP Victus Gaming 15-fa2276TX,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Mica Silver,128000,laptop,Ryans
HP Victus Gaming 15-fb1054AX ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Performance Blue,95500,laptop,Ryans
HP Victus Gaming 15-fb3166AX ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Performance Blue,106500,laptop,Ryans
HP Victus Gaming 15-fb3167AX ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Mica Silver,106500,laptop,Ryans
HP Victus Gaming 15-fb3180AX,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 8GB | Storage: 1TB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Performance Blue,132500,laptop,Ryans
Lenovo IdeaPad 1 14IJL7 ,2026,Processor: Intel Celeron | Gen: Celeron Series | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Cloud Gray,38800,laptop,Ryans
Lenovo IdeaPad 1 15AMN7 ,2026,Processor: AMD Athlon | Gen: Athlon Series | RAM: 8GB | Storage: 256GB SSD | GPU: AMD Radeon 610M Graphics | GPU Mem: Shared | Display: 15.6 | Color: Cloud Gray,41500,laptop,Ryans
Lenovo IdeaPad 5 2 in 1 14AKP10 ,2026,Processor: Ryzen AI 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 840M Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,115000,laptop,Ryans
Lenovo IdeaPad 5 2 in 1 14AKP10 ,2026,Processor: Ryzen AI 7 | Gen: Ryzen | RAM: 24GB | Storage: 512GB SSD | GPU: AMD Radeon 860M Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,155000,laptop,Ryans
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,137000,laptop,Ryans
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Arc 140T Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,157000,laptop,Ryans
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2 ,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc 140T Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,151500,laptop,Ryans
Lenovo IdeaPad 5 2 in 1 14Q8X9 ,2026,Processor: Snapdragon X Plus | Gen: Snapdragon X Series | RAM: 16GB | Storage: 1TB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,137500,laptop,Ryans
Lenovo IdeaPad Slim 1 14IGL7 ,2026,Processor: Intel Celeron | Gen: Celeron Series | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics 600 | GPU Mem: Shared | Display: 14 | Color: Cloud Gray,38300,laptop,Ryans
Lenovo IdeaPad Slim 1 15IGL7 ,2026,Processor: Intel Celeron | Gen: Celeron Series | RAM: 8GB | Storage: 256GB SSD | GPU: Intel UHD Graphics 600 | GPU Mem: Shared | Display: 15.6 | Color: Cloud Gray,36300,laptop,Ryans
Lenovo IdeaPad Slim 3 14AHP10,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 24GB | Storage: 512GB SSD | GPU: AMD Radeon 760M Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,93000,laptop,Ryans
Lenovo IdeaPad Slim 3 14ARP10,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 14 | Color: Cosmic Blue,72000,laptop,Ryans
Lenovo IdeaPad Slim 3 14ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 14 | Color: Cosmic Blue,71000,laptop,Ryans
Lenovo IdeaPad Slim 3 14ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 14 | Color: Lunar Gray,71000,laptop,Ryans
Lenovo IdeaPad Slim 3 14ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,72000,laptop,Ryans
Lenovo IdeaPad Slim 3 14IRH10,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,85500,laptop,Ryans
Lenovo IdeaPad Slim 3 14IRH10,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,91000,laptop,Ryans
Lenovo IdeaPad Slim 3 14IRH10,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,95500,laptop,Ryans
Lenovo IdeaPad Slim 3 14IRH10 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,83500,laptop,Ryans
Lenovo IdeaPad Slim 3 14IRH10R,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,84500,laptop,Ryans
Lenovo IdeaPad Slim 3 14IRH10R Series 2,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,92500,laptop,Ryans
Lenovo IdeaPad Slim 3 15AHP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 24GB | Storage: 512GB SSD | GPU: AMD Radeon 760M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,93000,laptop,Ryans
Lenovo IdeaPad Slim 3 15AMN8 ,2026,Processor: Ryzen 3 | Gen: Ryzen | RAM: 8GB | Storage: 256GB SSD | GPU: AMD Radeon 610M Graphics | GPU Mem: Shared | Display: 15.6 | Color: Abyss Blue,54000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Cosmic Blue,71000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,71000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,73000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 8GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Cosmic Blue,73000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,80000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 660M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Cosmic Blue,80000,laptop,Ryans
Lenovo IdeaPad Slim 3 15ARP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 680M Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,89500,laptop,Ryans
Lenovo IdeaPad Slim 3 15IAN8 ,2026,Processor: Core i3 | Gen: 13th Standard (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.6 | Color: Arctic Gray,55500,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,85000,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,83500,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,91000,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10 ,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,95500,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10R ,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 24GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,96000,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10R Series 2 ,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,84500,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH10R Series 2 ,2026,Processor: Core 7 | Gen: Core Series 2 | RAM: 24GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 15.3 | Color: Luna Gray,107000,laptop,Ryans
Lenovo IdeaPad Slim 3 15IRH8 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 15.6 | Color: Arctic Gray,74100,laptop,Ryans
Lenovo IdeaPad Slim 3 15ITL6 ,2026,Processor: Core i7 | Gen: 11th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Abyss Blue,73500,laptop,Ryans
Lenovo IdeaPad Slim 3 15ITL6 ,2026,Processor: Core i7 | Gen: 11th (Intel) | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Iris Xe Graphics | GPU Mem: Shared | Display: 15.6 | Color: Arctic Gray,73500,laptop,Ryans
Lenovo IdeaPad Slim 5 13ARP10,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 680M Graphics | GPU Mem: Shared | Display: 13.3 | Color: Cloud Gray,98000,laptop,Ryans
Lenovo IdeaPad Slim 5 13ARP10,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 680M Graphics | GPU Mem: Shared | Display: 13.3 | Color: Cloud Gray,110000,laptop,Ryans
Lenovo IdeaPad Slim 5 14AKP10,2026,Processor: Ryzen AI 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: AMD Radeon 820M Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,98000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,111000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 16GB | Storage: 1TB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,121000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Intel UHD Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,101000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10R,2026,Processor: Core 5 | Gen: Core Series 2 | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,123000,laptop,Ryans
Lenovo IdeaPad Slim 5 14IRH10R Series 2,2026,Processor: Core 7 | Gen: Core Series 2 | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,120000,laptop,Ryans
Lenovo IdeaPad Slim 5 14Q8X9 ,2026,Processor: Snapdragon X Plus | Gen: Snapdragon X Series | RAM: 16GB | Storage: 512GB SSD | GPU: Qualcomm Adreno Graphics | GPU Mem: Shared | Display: 14 | Color: Cloud Gray,117500,laptop,Ryans
Lenovo IdeaPad Slim 5 15ARP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 32GB | Storage: 1TB SSD | GPU: AMD Radeon 680M Graphics | GPU Mem: Shared | Display: 15.1 | Color: Cloud Gray,173000,laptop,Ryans
Lenovo IdeaPad Slim 5 16AHP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 32GB | Storage: 1TB SSD | GPU: AMD Radeon 780M Graphics | GPU Mem: Shared | Display: 16 | Color: Luna Gray,162000,laptop,Ryans
Lenovo Legion 5 15AKP10 ,2026,Processor: Ryzen AI 7 | Gen: Ryzen | RAM: 32GB | Storage: 512GB SSD | GPU: Nvidia RTX 5060 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,240000,laptop,Ryans
Lenovo Legion 5 15AKP10 AMD,2026,Processor: Ryzen AI 7 | Gen: Ryzen | RAM: 32GB | Storage: 512GB SSD | GPU: NVIDIA Geforce RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,270000,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,197500,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,243500,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10,2026,Processor: Core i9 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5070 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,272500,laptop,Ryans
Lenovo Legion 5 Gaming 15IRX10 ,2026,Processor: Core i7 | Gen: 14th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.1 | Color: Eclipse Black,200500,laptop,Ryans
Lenovo Legion Pro 5 16ADR10,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 32GB | Storage: 1TB SSD | GPU: NVIDIA GeForce RTX 5060 Graphics | GPU Mem: 8GB | Display: 16 | Color: Eclipse Black,235000,laptop,Ryans
Lenovo Legion Pro 5 16ADR10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 24GB | Storage: 1TB SSD | GPU: NVIDIA GeForce RTX 5060 Graphics | GPU Mem: 8GB | Display: 16 | Color: Eclipse Black,240000,laptop,Ryans
Lenovo LOQ 15AHP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 16 | Color: Luna Gray,165000,laptop,Ryans
Lenovo LOQ 15AHP10 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 1TB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Luna Gray,168000,laptop,Ryans
Lenovo LOQ 15AHP10 ,2026,Processor: Ryzen 7 | Gen: Ryzen | RAM: 16GB | Storage: 1TB SSD | GPU: Nvidia RTX 5050 Graphics | GPU Mem: 8GB | Display: 15.6 | Color: Luna Gray,172000,laptop,Ryans
Lenovo LOQ 15AHP9 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,138000,laptop,Ryans
Lenovo LOQ 15AHP9 ,2026,Processor: Ryzen 5 | Gen: Ryzen | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 4050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,142000,laptop,Ryans
Lenovo LOQ Gaming 15IAX9 ,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Luna Gray,107000,laptop,Ryans
Lenovo LOQ Gaming 15IAX9E,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 16GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,121500,laptop,Ryans
Lenovo LOQ Gaming 15IAX9E ,2026,Processor: Core i5 | Gen: 12th (Intel) | RAM: 12GB | Storage: 512GB SSD | GPU: Nvidia RTX 2050 Graphics | GPU Mem: 4GB | Display: 15.6 | Color: Luna Gray,96000,laptop,Ryans
Lenovo LOQ Gaming 15IRX9 ,2026,Processor: Core i5 | Gen: 13th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,135500,laptop,Ryans
Lenovo LOQ Gaming 15IRX9 ,2026,Processor: Core i7 | Gen: 13th (Intel) | RAM: 24GB | Storage: 512GB SSD | GPU: Nvidia RTX 3050 Graphics | GPU Mem: 6GB | Display: 15.6 | Color: Luna Gray,145000,laptop,Ryans
Lenovo ThinkPad E14 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Graphite Black,98000,laptop,Ryans
Lenovo ThinkPad E14 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Black,98000,laptop,Ryans
Lenovo ThinkPad E14 Gen 7 Series 2,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 8GB | Storage: 512GB SSD | GPU: Intel Graphics | GPU Mem: Shared | Display: 14 | Color: Black,110000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14ILL10 Series 2 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 130V Graphics | GPU Mem: Shared | Display: 14 | Color: Seashell,178000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14IML9 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Storm Grey,159000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14IML9 I,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 1TB SSD | GPU: Intel Arc graphics | GPU Mem: Shared | Display: 14 | Color: Storm Grey,165000,laptop,Ryans
Lenovo Yoga 7 2 in 1 14IML9 Series 1 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc Graphics | GPU Mem: Shared | Display: 14 | Color: Storm Grey,142500,laptop,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 16GB | Storage: 512GB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,164000,laptop,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,2026,Processor: Core Ultra 7 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 140V Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,189000,laptop,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2 ,2026,Processor: Core Ultra 5 | Gen: Ultra | RAM: 32GB | Storage: 1TB SSD | GPU: Intel Arc 130V Graphics | GPU Mem: Shared | Display: 14 | Color: Luna Gray,173000,laptop,Ryans
